Date_Complete,Annee,Mois,Jour,Heure,ID_Temps
2006-04-12 17:00:00,2006,4,12,17,0
2006-04-18 20:00:00,2006,4,18,20,1
2006-04-19 14:00:00,2006,4,19,14,2
2006-04-02 15:00:00,2006,4,2,15,3
2006-04-04 01:00:00,2006,4,4,1,4
2006-08-05 13:00:00,2006,8,5,13,5
2006-12-13 18:00:00,2006,12,13,18,6
2006-12-16 02:00:00,2006,12,16,2,7
2006-12-16 22:00:00,2006,12,16,22,8
2006-12-18 08:00:00,2006,12,18,8,9
2006-12-18 13:00:00,2006,12,18,13,10
2006-12-21 00:00:00,2006,12,21,0,11
2006-12-05 18:00:00,2006,12,5,18,12
2006-12-06 00:00:00,2006,12,6,0,13
2006-12-09 16:00:00,2006,12,9,16,14
2006-02-10 04:00:00,2006,2,10,4,15
2006-02-24 01:00:00,2006,2,24,1,16
2006-02-24 09:00:00,2006,2,24,9,17
2006-02-26 13:00:00,2006,2,26,13,18
2006-02-07 06:00:00,2006,2,7,6,19
2006-01-12 23:00:00,2006,1,12,23,20
2006-01-04 18:00:00,2006,1,4,18,21
2006-07-11 09:00:00,2006,7,11,9,22
2006-07-19 11:00:00,2006,7,19,11,23
2006-07-25 16:00:00,2006,7,25,16,24
2006-07-28 02:00:00,2006,7,28,2,25
2006-07-28 16:00:00,2006,7,28,16,26
2006-07-30 17:00:00,2006,7,30,17,27
2006-07-06 19:00:00,2006,7,6,19,28
2006-06-01 21:00:00,2006,6,1,21,29
2006-03-12 00:00:00,2006,3,12,0,30
2006-03-21 20:00:00,2006,3,21,20,31
2006-03-29 23:00:00,2006,3,29,23,32
2006-03-30 12:00:00,2006,3,30,12,33
2006-03-04 18:00:00,2006,3,4,18,34
2006-05-20 14:00:00,2006,5,20,14,35
2006-05-21 13:00:00,2006,5,21,13,36
2006-05-21 20:00:00,2006,5,21,20,37
2006-05-23 06:00:00,2006,5,23,6,38
2006-05-25 00:00:00,2006,5,25,0,39
2006-05-28 13:00:00,2006,5,28,13,40
2006-05-06 00:00:00,2006,5,6,0,41
2006-11-01 14:00:00,2006,11,1,14,42
2006-11-17 11:00:00,2006,11,17,11,43
2006-11-26 00:00:00,2006,11,26,0,44
2006-11-05 11:00:00,2006,11,5,11,45
2006-10-19 06:00:00,2006,10,19,6,46
2006-10-21 21:00:00,2006,10,21,21,47
2006-10-26 06:00:00,2006,10,26,6,48
2006-09-20 13:00:00,2006,9,20,13,49
2006-09-23 17:00:00,2006,9,23,17,50
2006-09-24 16:00:00,2006,9,24,16,51
2006-09-30 06:00:00,2006,9,30,6,52
2006-09-04 01:00:00,2006,9,4,1,53
2006-09-08 23:00:00,2006,9,8,23,54
2007-04-02 21:00:00,2007,4,2,21,55
2007-04-28 06:00:00,2007,4,28,6,56
2007-04-30 01:00:00,2007,4,30,1,57
2007-08-17 22:00:00,2007,8,17,22,58
2007-08-19 14:00:00,2007,8,19,14,59
2007-08-20 05:00:00,2007,8,20,5,60
2007-08-28 04:00:00,2007,8,28,4,61
2007-08-29 16:00:00,2007,8,29,16,62
2007-08-04 05:00:00,2007,8,4,5,63
2007-12-13 06:00:00,2007,12,13,6,64
2007-12-14 11:00:00,2007,12,14,11,65
2007-12-26 00:00:00,2007,12,26,0,66
2007-12-31 11:00:00,2007,12,31,11,67
2007-12-06 09:00:00,2007,12,6,9,68
2007-12-09 10:00:00,2007,12,9,10,69
2007-02-11 22:00:00,2007,2,11,22,70
2007-02-14 14:00:00,2007,2,14,14,71
2007-02-28 10:00:00,2007,2,28,10,72
2007-02-03 07:00:00,2007,2,3,7,73
2007-07-10 20:00:00,2007,7,10,20,74
2007-07-13 07:00:00,2007,7,13,7,75
2007-07-16 11:00:00,2007,7,16,11,76
2007-07-02 21:00:00,2007,7,2,21,77
2007-07-24 00:00:00,2007,7,24,0,78
2007-07-07 09:00:00,2007,7,7,9,79
2007-06-25 05:00:00,2007,6,25,5,80
2007-03-11 15:00:00,2007,3,11,15,81
2007-03-17 00:00:00,2007,3,17,0,82
2007-03-17 20:00:00,2007,3,17,20,83
2007-03-06 07:00:00,2007,3,6,7,84
2007-03-06 13:00:00,2007,3,6,13,85
2007-05-11 23:00:00,2007,5,11,23,86
2007-05-27 20:00:00,2007,5,27,20,87
2007-11-28 08:00:00,2007,11,28,8,88
2007-10-01 00:00:00,2007,10,1,0,89
2007-10-11 11:00:00,2007,10,11,11,90
2007-10-20 11:00:00,2007,10,20,11,91
2007-10-27 22:00:00,2007,10,27,22,92
2007-09-12 10:00:00,2007,9,12,10,93
2008-04-16 21:00:00,2008,4,16,21,94
2008-04-03 06:00:00,2008,4,3,6,95
2008-08-22 08:00:00,2008,8,22,8,96
2008-08-24 09:00:00,2008,8,24,9,97
2008-08-26 06:00:00,2008,8,26,6,98
2008-12-16 23:00:00,2008,12,16,23,99
2008-12-24 11:00:00,2008,12,24,11,100
2008-12-04 15:00:00,2008,12,4,15,101
2008-02-18 21:00:00,2008,2,18,21,102
2008-01-16 18:00:00,2008,1,16,18,103
2008-01-22 16:00:00,2008,1,22,16,104
2008-01-29 01:00:00,2008,1,29,1,105
2008-01-07 10:00:00,2008,1,7,10,106
2008-07-21 08:00:00,2008,7,21,8,107
2008-07-29 12:00:00,2008,7,29,12,108
2008-06-16 16:00:00,2008,6,16,16,109
2008-06-23 21:00:00,2008,6,23,21,110
2008-03-13 06:00:00,2008,3,13,6,111
2008-03-13 11:00:00,2008,3,13,11,112
2008-03-18 07:00:00,2008,3,18,7,113
2008-03-06 03:00:00,2008,3,6,3,114
2008-03-07 23:00:00,2008,3,7,23,115
2008-03-08 00:00:00,2008,3,8,0,116
2008-03-08 23:00:00,2008,3,8,23,117
2008-05-11 23:00:00,2008,5,11,23,118
2008-05-03 09:00:00,2008,5,3,9,119
2008-11-25 05:00:00,2008,11,25,5,120
2008-11-29 18:00:00,2008,11,29,18,121
2008-11-04 19:00:00,2008,11,4,19,122
2008-10-23 11:00:00,2008,10,23,11,123
2008-09-22 02:00:00,2008,9,22,2,124
2009-04-01 15:00:00,2009,4,1,15,125
2009-04-20 04:00:00,2009,4,20,4,126
2009-04-27 10:00:00,2009,4,27,10,127
2009-08-20 23:00:00,2009,8,20,23,128
2009-12-13 23:00:00,2009,12,13,23,129
2009-12-15 16:00:00,2009,12,15,16,130
2009-12-19 13:00:00,2009,12,19,13,131
2009-12-02 07:00:00,2009,12,2,7,132
2009-12-04 10:00:00,2009,12,4,10,133
2009-02-10 03:00:00,2009,2,10,3,134
2009-02-13 03:00:00,2009,2,13,3,135
2009-02-18 09:00:00,2009,2,18,9,136
2009-02-24 11:00:00,2009,2,24,11,137
2009-01-11 04:00:00,2009,1,11,4,138
2009-07-13 17:00:00,2009,7,13,17,139
2009-06-10 00:00:00,2009,6,10,0,140
2009-06-11 16:00:00,2009,6,11,16,141
2009-06-13 16:00:00,2009,6,13,16,142
2009-06-21 22:00:00,2009,6,21,22,143
2009-06-28 23:00:00,2009,6,28,23,144
2009-03-01 13:00:00,2009,3,1,13,145
2009-03-11 08:00:00,2009,3,11,8,146
2009-03-17 14:00:00,2009,3,17,14,147
2009-03-18 08:00:00,2009,3,18,8,148
2009-03-19 21:00:00,2009,3,19,21,149
2009-03-27 16:00:00,2009,3,27,16,150
2009-03-08 03:00:00,2009,3,8,3,151
2009-03-09 11:00:00,2009,3,9,11,152
2009-05-26 20:00:00,2009,5,26,20,153
2009-05-05 17:00:00,2009,5,5,17,154
2009-05-07 12:00:00,2009,5,7,12,155
2009-11-11 02:00:00,2009,11,11,2,156
2009-11-16 15:00:00,2009,11,16,15,157
2009-11-26 11:00:00,2009,11,26,11,158
2009-11-03 01:00:00,2009,11,3,1,159
2009-11-08 02:00:00,2009,11,8,2,160
2009-10-12 11:00:00,2009,10,12,11,161
2009-10-15 00:00:00,2009,10,15,0,162
2009-10-25 02:00:00,2009,10,25,2,163
2009-10-05 16:00:00,2009,10,5,16,164
2009-09-15 20:00:00,2009,9,15,20,165
2009-09-08 17:00:00,2009,9,8,17,166
2010-04-19 00:00:00,2010,4,19,0,167
2010-08-13 10:00:00,2010,8,13,10,168
2010-08-15 17:00:00,2010,8,15,17,169
2010-08-21 00:00:00,2010,8,21,0,170
2010-12-19 15:00:00,2010,12,19,15,171
2010-12-27 03:00:00,2010,12,27,3,172
2010-12-29 19:00:00,2010,12,29,19,173
2010-12-30 15:00:00,2010,12,30,15,174
2010-12-31 05:00:00,2010,12,31,5,175
2010-12-09 10:00:00,2010,12,9,10,176
2010-02-15 10:00:00,2010,2,15,10,177
2010-02-19 06:00:00,2010,2,19,6,178
2010-02-03 15:00:00,2010,2,3,15,179
2010-02-09 12:00:00,2010,2,9,12,180
2010-01-01 03:00:00,2010,1,1,3,181
2010-01-16 10:00:00,2010,1,16,10,182
2010-01-21 09:00:00,2010,1,21,9,183
2010-01-08 01:00:00,2010,1,8,1,184
2010-07-20 12:00:00,2010,7,20,12,185
2010-07-22 21:00:00,2010,7,22,21,186
2010-06-20 17:00:00,2010,6,20,17,187
2010-06-08 09:00:00,2010,6,8,9,188
2010-03-19 01:00:00,2010,3,19,1,189
2010-03-19 21:00:00,2010,3,19,21,190
2010-03-25 00:00:00,2010,3,25,0,191
2010-05-11 23:00:00,2010,5,11,23,192
2010-05-21 10:00:00,2010,5,21,10,193
2010-05-03 00:00:00,2010,5,3,0,194
2010-11-12 07:00:00,2010,11,12,7,195
2010-11-18 22:00:00,2010,11,18,22,196
2010-11-19 12:00:00,2010,11,19,12,197
2010-11-02 00:00:00,2010,11,2,0,198
2010-11-22 14:00:00,2010,11,22,14,199
2010-11-25 11:00:00,2010,11,25,11,200
2010-11-25 17:00:00,2010,11,25,17,201
2010-10-01 17:00:00,2010,10,1,17,202
2010-10-01 23:00:00,2010,10,1,23,203
2010-10-22 00:00:00,2010,10,22,0,204
2010-10-29 09:00:00,2010,10,29,9,205
2010-10-05 12:00:00,2010,10,5,12,206
2010-09-23 10:00:00,2010,9,23,10,207
2010-09-24 02:00:00,2010,9,24,2,208
2010-09-24 18:00:00,2010,9,24,18,209
2010-09-25 19:00:00,2010,9,25,19,210
2010-09-27 09:00:00,2010,9,27,9,211
2010-09-04 10:00:00,2010,9,4,10,212
2011-04-13 07:00:00,2011,4,13,7,213
2011-04-20 01:00:00,2011,4,20,1,214
2011-08-17 14:00:00,2011,8,17,14,215
2011-08-28 06:00:00,2011,8,28,6,216
2011-08-28 19:00:00,2011,8,28,19,217
2011-08-03 12:00:00,2011,8,3,12,218
2011-08-05 18:00:00,2011,8,5,18,219
2011-08-07 07:00:00,2011,8,7,7,220
2011-12-12 01:00:00,2011,12,12,1,221
2011-12-13 10:00:00,2011,12,13,10,222
2011-12-19 08:00:00,2011,12,19,8,223
2011-12-28 03:00:00,2011,12,28,3,224
2011-12-04 00:00:00,2011,12,4,0,225
2011-12-04 03:00:00,2011,12,4,3,226
2011-02-11 19:00:00,2011,2,11,19,227
2011-02-13 02:00:00,2011,2,13,2,228
2011-02-18 09:00:00,2011,2,18,9,229
2011-02-22 21:00:00,2011,2,22,21,230
2011-02-23 20:00:00,2011,2,23,20,231
2011-01-10 05:00:00,2011,1,10,5,232
2011-01-21 02:00:00,2011,1,21,2,233
2011-01-24 18:00:00,2011,1,24,18,234
2011-01-04 18:00:00,2011,1,4,18,235
2011-01-09 10:00:00,2011,1,9,10,236
2011-07-12 02:00:00,2011,7,12,2,237
2011-07-18 06:00:00,2011,7,18,6,238
2011-07-24 10:00:00,2011,7,24,10,239
2011-06-14 20:00:00,2011,6,14,20,240
2011-06-19 18:00:00,2011,6,19,18,241
2011-06-28 14:00:00,2011,6,28,14,242
2011-06-02 22:00:00,2011,6,2,22,243
2011-06-07 22:00:00,2011,6,7,22,244
2011-06-08 05:00:00,2011,6,8,5,245
2011-03-01 13:00:00,2011,3,1,13,246
2011-03-12 18:00:00,2011,3,12,18,247
2011-03-03 22:00:00,2011,3,3,22,248
2011-05-20 19:00:00,2011,5,20,19,249
2011-05-25 00:00:00,2011,5,25,0,250
2011-05-25 02:00:00,2011,5,25,2,251
2011-05-25 19:00:00,2011,5,25,19,252
2011-05-26 06:00:00,2011,5,26,6,253
2011-05-27 16:00:00,2011,5,27,16,254
2011-11-06 09:00:00,2011,11,6,9,255
2011-10-10 00:00:00,2011,10,10,0,256
2011-10-11 17:00:00,2011,10,11,17,257
2011-10-11 18:00:00,2011,10,11,18,258
2011-10-14 21:00:00,2011,10,14,21,259
2011-10-15 18:00:00,2011,10,15,18,260
2011-10-07 22:00:00,2011,10,7,22,261
2011-09-12 17:00:00,2011,9,12,17,262
2011-09-15 02:00:00,2011,9,15,2,263
2011-09-16 12:00:00,2011,9,16,12,264
2011-09-19 04:00:00,2011,9,19,4,265
2011-09-19 09:00:00,2011,9,19,9,266
2011-09-19 10:00:00,2011,9,19,10,267
2011-09-21 20:00:00,2011,9,21,20,268
2011-09-27 19:00:00,2011,9,27,19,269
2012-04-20 20:00:00,2012,4,20,20,270
2012-04-07 05:00:00,2012,4,7,5,271
2012-07-31 22:00:00,2012,7,31,22,272
2012-08-19 12:00:00,2012,8,19,12,273
2012-08-20 08:00:00,2012,8,20,8,274
2012-08-24 09:00:00,2012,8,24,9,275
2012-12-10 18:00:00,2012,12,10,18,276
2012-12-14 07:00:00,2012,12,14,7,277
2012-12-22 02:00:00,2012,12,22,2,278
2012-12-24 05:00:00,2012,12,24,5,279
2012-12-26 21:00:00,2012,12,26,21,280
2012-02-23 05:00:00,2012,2,23,5,281
2012-02-08 20:00:00,2012,2,8,20,282
2012-01-22 00:00:00,2012,1,22,0,283
2012-01-23 13:00:00,2012,1,23,13,284
2012-01-28 02:00:00,2012,1,28,2,285
2012-01-06 09:00:00,2012,1,6,9,286
2012-07-11 00:00:00,2012,7,11,0,287
2012-07-21 02:00:00,2012,7,21,2,288
2012-07-28 02:00:00,2012,7,28,2,289
2012-07-31 17:00:00,2012,7,31,17,290
2012-07-06 14:00:00,2012,7,6,14,291
2012-06-01 19:00:00,2012,6,1,19,292
2012-06-12 20:00:00,2012,6,12,20,293
2012-03-11 16:00:00,2012,3,11,16,294
2012-03-26 14:00:00,2012,3,26,14,295
2012-03-07 18:00:00,2012,3,7,18,296
2012-05-12 16:00:00,2012,5,12,16,297
2012-05-22 10:00:00,2012,5,22,10,298
2012-05-04 07:00:00,2012,5,4,7,299
2012-11-16 16:00:00,2012,11,16,16,300
2012-11-22 16:00:00,2012,11,22,16,301
2006-04-01 13:00:00,2006,4,1,13,302
2006-04-10 02:00:00,2006,4,10,2,303
2006-04-22 16:00:00,2006,4,22,16,304
2006-08-26 00:00:00,2006,8,26,0,305
2006-12-06 02:00:00,2006,12,6,2,306
2006-02-22 04:00:00,2006,2,22,4,307
2006-02-04 13:00:00,2006,2,4,13,308
2006-01-22 20:00:00,2006,1,22,20,309
2006-01-26 04:00:00,2006,1,26,4,310
2006-01-30 20:00:00,2006,1,30,20,311
2006-01-31 03:00:00,2006,1,31,3,312
2006-01-06 17:00:00,2006,1,6,17,313
2006-07-28 10:00:00,2006,7,28,10,314
2006-07-29 05:00:00,2006,7,29,5,315
2006-07-30 09:00:00,2006,7,30,9,316
2006-03-11 19:00:00,2006,3,11,19,317
2006-03-18 09:00:00,2006,3,18,9,318
2006-03-18 20:00:00,2006,3,18,20,319
2006-05-16 03:00:00,2006,5,16,3,320
2006-05-20 06:00:00,2006,5,20,6,321
2006-05-25 06:00:00,2006,5,25,6,322
2006-05-28 23:00:00,2006,5,28,23,323
2006-11-06 20:00:00,2006,11,6,20,324
2006-10-11 21:00:00,2006,10,11,21,325
2006-10-13 06:00:00,2006,10,13,6,326
2006-10-15 20:00:00,2006,10,15,20,327
2006-10-03 06:00:00,2006,10,3,6,328
2006-10-09 08:00:00,2006,10,9,8,329
2007-04-27 01:00:00,2007,4,27,1,330
2007-08-02 20:00:00,2007,8,2,20,331
2007-08-21 01:00:00,2007,8,21,1,332
2007-08-23 02:00:00,2007,8,23,2,333
2007-08-28 09:00:00,2007,8,28,9,334
2007-08-09 18:00:00,2007,8,9,18,335
2007-12-11 02:00:00,2007,12,11,2,336
2007-12-13 00:00:00,2007,12,13,0,337
2007-12-18 03:00:00,2007,12,18,3,338
2007-12-23 16:00:00,2007,12,23,16,339
2007-12-25 06:00:00,2007,12,25,6,340
2007-12-27 11:00:00,2007,12,27,11,341
2007-12-03 03:00:00,2007,12,3,3,342
2007-02-10 18:00:00,2007,2,10,18,343
2007-02-14 12:00:00,2007,2,14,12,344
2007-02-22 08:00:00,2007,2,22,8,345
2007-02-04 19:00:00,2007,2,4,19,346
2007-01-12 16:00:00,2007,1,12,16,347
2007-01-25 18:00:00,2007,1,25,18,348
2007-01-27 23:00:00,2007,1,27,23,349
2007-01-31 09:00:00,2007,1,31,9,350
2007-07-15 17:00:00,2007,7,15,17,351
2007-07-23 05:00:00,2007,7,23,5,352
2007-06-09 23:00:00,2007,6,9,23,353
2007-06-18 01:00:00,2007,6,18,1,354
2007-06-23 02:00:00,2007,6,23,2,355
2007-06-04 06:00:00,2007,6,4,6,356
2007-06-09 07:00:00,2007,6,9,7,357
2007-03-19 20:00:00,2007,3,19,20,358
2007-03-28 00:00:00,2007,3,28,0,359
2007-03-04 20:00:00,2007,3,4,20,360
2007-05-14 22:00:00,2007,5,14,22,361
2007-05-25 13:00:00,2007,5,25,13,362
2007-11-13 15:00:00,2007,11,13,15,363
2007-11-20 19:00:00,2007,11,20,19,364
2007-10-10 06:00:00,2007,10,10,6,365
2007-10-02 02:00:00,2007,10,2,2,366
2007-10-24 12:00:00,2007,10,24,12,367
2007-09-14 05:00:00,2007,9,14,5,368
2007-09-17 15:00:00,2007,9,17,15,369
2007-09-21 11:00:00,2007,9,21,11,370
2007-09-23 01:00:00,2007,9,23,1,371
2007-09-24 13:00:00,2007,9,24,13,372
2008-04-14 20:00:00,2008,4,14,20,373
2008-04-21 14:00:00,2008,4,21,14,374
2008-04-29 04:00:00,2008,4,29,4,375
2008-04-04 17:00:00,2008,4,4,17,376
2008-04-06 00:00:00,2008,4,6,0,377
2008-08-01 06:00:00,2008,8,1,6,378
2008-08-11 23:00:00,2008,8,11,23,379
2008-08-28 17:00:00,2008,8,28,17,380
2008-12-11 02:00:00,2008,12,11,2,381
2008-12-22 03:00:00,2008,12,22,3,382
2008-12-26 13:00:00,2008,12,26,13,383
2008-12-03 16:00:00,2008,12,3,16,384
2008-12-29 23:00:00,2008,12,29,23,385
2008-12-07 04:00:00,2008,12,7,4,386
2008-02-14 21:00:00,2008,2,14,21,387
2008-02-20 11:00:00,2008,2,20,11,388
2008-01-11 03:00:00,2008,1,11,3,389
2008-01-19 13:00:00,2008,1,19,13,390
2008-01-29 06:00:00,2008,1,29,6,391
2008-01-31 06:00:00,2008,1,31,6,392
2008-01-31 20:00:00,2008,1,31,20,393
2008-01-09 05:00:00,2008,1,9,5,394
2008-07-21 06:00:00,2008,7,21,6,395
2008-07-27 02:00:00,2008,7,27,2,396
2008-07-28 22:00:00,2008,7,28,22,397
2008-07-09 01:00:00,2008,7,9,1,398
2008-06-19 07:00:00,2008,6,19,7,399
2008-06-26 08:00:00,2008,6,26,8,400
2008-03-10 21:00:00,2008,3,10,21,401
2008-03-16 08:00:00,2008,3,16,8,402
2008-03-21 15:00:00,2008,3,21,15,403
2008-03-31 15:00:00,2008,3,31,15,404
2008-03-31 18:00:00,2008,3,31,18,405
2008-05-16 03:00:00,2008,5,16,3,406
2008-05-17 02:00:00,2008,5,17,2,407
2008-05-22 02:00:00,2008,5,22,2,408
2008-05-23 03:00:00,2008,5,23,3,409
2008-05-27 03:00:00,2008,5,27,3,410
2008-05-28 16:00:00,2008,5,28,16,411
2008-05-04 11:00:00,2008,5,4,11,412
2008-05-06 12:00:00,2008,5,6,12,413
2008-11-01 13:00:00,2008,11,1,13,414
2008-11-11 00:00:00,2008,11,11,0,415
2008-11-15 13:00:00,2008,11,15,13,416
2008-11-22 03:00:00,2008,11,22,3,417
2008-11-29 20:00:00,2008,11,29,20,418
2008-10-16 15:00:00,2008,10,16,15,419
2008-10-17 04:00:00,2008,10,17,4,420
2008-10-31 14:00:00,2008,10,31,14,421
2008-09-01 01:00:00,2008,9,1,1,422
2008-09-21 07:00:00,2008,9,21,7,423
2008-09-24 08:00:00,2008,9,24,8,424
2008-09-30 03:00:00,2008,9,30,3,425
2008-09-06 22:00:00,2008,9,6,22,426
2009-04-15 16:00:00,2009,4,15,16,427
2009-04-28 12:00:00,2009,4,28,12,428
2009-04-06 13:00:00,2009,4,6,13,429
2009-08-16 04:00:00,2009,8,16,4,430
2009-08-05 18:00:00,2009,8,5,18,431
2009-08-09 13:00:00,2009,8,9,13,432
2009-12-13 01:00:00,2009,12,13,1,433
2009-12-17 10:00:00,2009,12,17,10,434
2009-12-26 09:00:00,2009,12,26,9,435
2009-12-06 21:00:00,2009,12,6,21,436
2009-12-06 22:00:00,2009,12,6,22,437
2009-02-03 13:00:00,2009,2,3,13,438
2009-02-08 18:00:00,2009,2,8,18,439
2009-01-14 10:00:00,2009,1,14,10,440
2009-01-23 20:00:00,2009,1,23,20,441
2009-01-04 02:00:00,2009,1,4,2,442
2009-07-01 11:00:00,2009,7,1,11,443
2009-07-11 15:00:00,2009,7,11,15,444
2009-07-12 06:00:00,2009,7,12,6,445
2009-07-26 05:00:00,2009,7,26,5,446
2009-07-08 14:00:00,2009,7,8,14,447
2009-06-14 07:00:00,2009,6,14,7,448
2009-06-24 07:00:00,2009,6,24,7,449
2009-06-05 10:00:00,2009,6,5,10,450
2009-03-20 08:00:00,2009,3,20,8,451
2009-03-07 13:00:00,2009,3,7,13,452
2009-11-21 21:00:00,2009,11,21,21,453
2009-11-27 00:00:00,2009,11,27,0,454
2009-11-28 03:00:00,2009,11,28,3,455
2009-11-03 23:00:00,2009,11,3,23,456
2009-11-04 06:00:00,2009,11,4,6,457
2009-11-09 18:00:00,2009,11,9,18,458
2009-10-19 12:00:00,2009,10,19,12,459
2009-10-21 02:00:00,2009,10,21,2,460
2009-10-03 13:00:00,2009,10,3,13,461
2009-09-01 00:00:00,2009,9,1,0,462
2009-09-18 10:00:00,2009,9,18,10,463
2009-09-19 10:00:00,2009,9,19,10,464
2009-09-30 18:00:00,2009,9,30,18,465
2009-09-06 11:00:00,2009,9,6,11,466
2010-04-12 19:00:00,2010,4,12,19,467
2010-08-01 13:00:00,2010,8,1,13,468
2010-08-13 05:00:00,2010,8,13,5,469
2010-08-15 22:00:00,2010,8,15,22,470
2010-08-19 07:00:00,2010,8,19,7,471
2010-08-21 04:00:00,2010,8,21,4,472
2010-08-26 05:00:00,2010,8,26,5,473
2010-12-14 03:00:00,2010,12,14,3,474
2010-12-24 21:00:00,2010,12,24,21,475
2010-02-20 18:00:00,2010,2,20,18,476
2010-01-13 09:00:00,2010,1,13,9,477
2010-01-13 12:00:00,2010,1,13,12,478
2010-01-14 16:00:00,2010,1,14,16,479
2010-01-21 13:00:00,2010,1,21,13,480
2010-01-06 08:00:00,2010,1,6,8,481
2010-07-12 13:00:00,2010,7,12,13,482
2010-07-18 23:00:00,2010,7,18,23,483
2010-06-11 00:00:00,2010,6,11,0,484
2010-06-15 15:00:00,2010,6,15,15,485
2010-06-18 03:00:00,2010,6,18,3,486
2010-06-26 00:00:00,2010,6,26,0,487
2010-03-20 11:00:00,2010,3,20,11,488
2010-03-23 13:00:00,2010,3,23,13,489
2010-03-30 08:00:00,2010,3,30,8,490
2010-05-11 02:00:00,2010,5,11,2,491
2010-05-16 15:00:00,2010,5,16,15,492
2010-05-23 00:00:00,2010,5,23,0,493
2010-05-29 13:00:00,2010,5,29,13,494
2010-05-02 23:00:00,2010,5,2,23,495
2010-05-07 00:00:00,2010,5,7,0,496
2010-11-01 12:00:00,2010,11,1,12,497
2010-11-11 23:00:00,2010,11,11,23,498
2010-11-21 15:00:00,2010,11,21,15,499
2010-10-01 14:00:00,2010,10,1,14,500
2010-10-01 20:00:00,2010,10,1,20,501
2010-10-24 21:00:00,2010,10,24,21,502
2010-10-25 03:00:00,2010,10,25,3,503
2010-09-18 23:00:00,2010,9,18,23,504
2010-09-30 17:00:00,2010,9,30,17,505
2010-09-04 04:00:00,2010,9,4,4,506
2010-09-05 09:00:00,2010,9,5,9,507
2010-09-06 18:00:00,2010,9,6,18,508
2010-09-08 23:00:00,2010,9,8,23,509
2011-04-11 12:00:00,2011,4,11,12,510
2011-04-12 09:00:00,2011,4,12,9,511
2011-04-26 07:00:00,2011,4,26,7,512
2011-04-27 01:00:00,2011,4,27,1,513
2011-04-30 14:00:00,2011,4,30,14,514
2011-04-06 21:00:00,2011,4,6,21,515
2011-04-07 02:00:00,2011,4,7,2,516
2011-04-07 16:00:00,2011,4,7,16,517
2011-08-10 17:00:00,2011,8,10,17,518
2011-08-21 11:00:00,2011,8,21,11,519
2011-08-26 06:00:00,2011,8,26,6,520
2011-08-27 00:00:00,2011,8,27,0,521
2011-08-29 07:00:00,2011,8,29,7,522
2011-08-29 14:00:00,2011,8,29,14,523
2011-08-30 05:00:00,2011,8,30,5,524
2011-08-08 19:00:00,2011,8,8,19,525
2011-12-27 00:00:00,2011,12,27,0,526
2011-12-05 11:00:00,2011,12,5,11,527
2011-02-12 21:00:00,2011,2,12,21,528
2011-02-13 23:00:00,2011,2,13,23,529
2011-02-16 17:00:00,2011,2,16,17,530
2011-02-22 01:00:00,2011,2,22,1,531
2011-02-04 17:00:00,2011,2,4,17,532
2011-01-11 04:00:00,2011,1,11,4,533
2011-01-23 08:00:00,2011,1,23,8,534
2011-01-26 01:00:00,2011,1,26,1,535
2011-01-04 12:00:00,2011,1,4,12,536
2011-01-07 17:00:00,2011,1,7,17,537
2011-07-11 04:00:00,2011,7,11,4,538
2011-07-13 13:00:00,2011,7,13,13,539
2011-07-18 20:00:00,2011,7,18,20,540
2011-07-04 19:00:00,2011,7,4,19,541
2011-06-10 08:00:00,2011,6,10,8,542
2011-06-12 08:00:00,2011,6,12,8,543
2011-06-19 09:00:00,2011,6,19,9,544
2011-06-25 15:00:00,2011,6,25,15,545
2011-06-06 08:00:00,2011,6,6,8,546
2011-03-01 22:00:00,2011,3,1,22,547
2011-03-18 18:00:00,2011,3,18,18,548
2011-03-02 17:00:00,2011,3,2,17,549
2011-03-27 01:00:00,2011,3,27,1,550
2011-03-29 20:00:00,2011,3,29,20,551
2011-03-31 12:00:00,2011,3,31,12,552
2011-05-26 04:00:00,2011,5,26,4,553
2011-05-27 03:00:00,2011,5,27,3,554
2011-05-29 00:00:00,2011,5,29,0,555
2011-11-10 21:00:00,2011,11,10,21,556
2011-11-12 07:00:00,2011,11,12,7,557
2011-11-17 15:00:00,2011,11,17,15,558
2011-11-24 11:00:00,2011,11,24,11,559
2011-11-30 17:00:00,2011,11,30,17,560
2011-11-08 08:00:00,2011,11,8,8,561
2011-10-11 06:00:00,2011,10,11,6,562
2011-10-21 21:00:00,2011,10,21,21,563
2011-10-26 16:00:00,2011,10,26,16,564
2011-10-03 06:00:00,2011,10,3,6,565
2011-10-08 07:00:00,2011,10,8,7,566
2011-10-09 09:00:00,2011,10,9,9,567
2011-09-28 11:00:00,2011,9,28,11,568
2012-04-09 01:00:00,2012,4,9,1,569
2012-08-01 18:00:00,2012,8,1,18,570
2012-08-13 16:00:00,2012,8,13,16,571
2012-08-17 22:00:00,2012,8,17,22,572
2012-12-17 00:00:00,2012,12,17,0,573
2012-12-04 23:00:00,2012,12,4,23,574
2012-12-07 16:00:00,2012,12,7,16,575
2012-02-04 22:00:00,2012,2,4,22,576
2012-01-13 17:00:00,2012,1,13,17,577
2012-01-15 10:00:00,2012,1,15,10,578
2012-01-16 00:00:00,2012,1,16,0,579
2012-01-03 16:00:00,2012,1,3,16,580
2012-07-11 18:00:00,2012,7,11,18,581
